Num	Catégorie	Intitulé	Langue	Durée	Prix	Lien Mega	Premier Lien Mega
2034	Web design	Variable fonts for web designers	Anglais	03:00 min	20000 Fcfa	NON	
2035	Web design	Typescript generics techniques	Anglais	03:00 min	20000 Fcfa	NON	
2036	Web design	Tanstack router fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
2037	Web design	Tailwind css typography techniques	Anglais	03:00 min	20000 Fcfa	NON	
2038	Web design	Solid js data fetching fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
2039	Web design	Sketchapp for icon design	Anglais	03:00 min	20000 Fcfa	NON	
2040	Web design	Shopify store setup essentials	Anglais	03:00 min	20000 Fcfa	NON	
2041	Web design	Singleton pattern techniques	Anglais	03:00 min	20000 Fcfa	NON	
2042	Web design	Redis sets for beginners	Anglais	03:00 min	20000 Fcfa	NON	
2043	Web design	React state management essentials	Anglais	03:00 min	20000 Fcfa	NON	
2044	Web design	React router basics in depth	Anglais	03:00 min	20000 Fcfa	NON	
2045	Web design	React hooks techniques	Anglais	03:00 min	20000 Fcfa	NON	
2046	Web design	React email with resend	Anglais	03:00 min	20000 Fcfa	NON	
2047	Web design	Python fastapi and web scraping for beginners	Anglais	03:00 min	20000 Fcfa	NON	
2048	Web design	Pinia accessing store state management	Anglais	03:00 min	20000 Fcfa	NON	
2049	Web design	Parallax landing page design	Anglais	03:00 min	20000 Fcfa	NON	
2050	Web design	Nuxt3 with docker	Anglais	03:00 min	20000 Fcfa	NON	
2051	Web design	Nuxt 3 module development	Anglais	03:00 min	20000 Fcfa	NON	
2052	Web design	Node js passport login system	Anglais	03:00 min	0 Fcfa	NON	
2053	Web design	Next js parallel routing fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
2054	Web design	Next js apps with supabase	Anglais	03:00 min	20000 Fcfa	NON	
2055	Web design	Next js 14 and supabase fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
2056	Web design	Nest js pipes techniques	Anglais	03:00 min	20000 Fcfa	NON	
2057	Web design	Mongodb backend development and prisma	Anglais	03:00 min	20000 Fcfa	NON	
2058	Web design	Mern stack app development	Anglais	03:00 min	20000 Fcfa	NON	
2059	Web design	Mern authentication fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
2060	Web design	Materialize css essentials	Anglais	03:00 min	20000 Fcfa	NON	
2061	Web design	Laravel graphql variables	Anglais	03:00 min	20000 Fcfa	NON	
2062	Web design	Jwt security	Anglais	03:00 min	20000 Fcfa	NON	
2063	Web design	Jwt authentication in web applications	Anglais	03:00 min	20000 Fcfa	NON	
2064	Web design	Javascript interactive web page	Anglais	03:00 min	20000 Fcfa	NON	
2065	Web design	Javascript es6 modules	Anglais	03:00 min	20000 Fcfa	NON	
2066	Web design	Javascript calculator basics	Anglais	03:00 min	20000 Fcfa	NON	
2067	Web design	Javascript asteroids game development	Anglais	03:00 min	20000 Fcfa	NON	
2068	Web design	Ios 13 swiftui essentials	Anglais	03:00 min	20000 Fcfa	NON	
2069	Web design	Interface segregation principle	Anglais	03:00 min	20000 Fcfa	NON	
2070	Web design	Html links and inputs	Anglais	03:00 min	20000 Fcfa	NON	
2071	Web design	Graphql query variables basics	Anglais	03:00 min	20000 Fcfa	NON	
2072	Web design	Elementor landing page design essentials	Anglais	03:00 min	20000 Fcfa	NON	
2073	Web design	Dockerizing next js apps for beginners	Anglais	03:00 min	20000 Fcfa	NON	
2074	Web design	Data fetching with supabase	Anglais	03:00 min	20000 Fcfa	NON	
2075	Web design	Data fetching with qwik	Anglais	03:00 min	20000 Fcfa	NON	
2076	Web design	Dart installation for beginner	Anglais	03:00 min	20000 Fcfa	NON	
2077	Web design	Custom vscode snippets techniques	Anglais	03:00 min	20000 Fcfa	NON	
2078	Web design	Custom site theme development	Anglais	03:00 min	20000 Fcfa	NON	
2079	Web design	Css pseudo elements techniques	Anglais	03:00 min	20000 Fcfa	NON	
2080	Web design	Css hover animation techniques	Anglais	03:00 min	20000 Fcfa	NON	
2081	Web design	Crud endpoints with django rest framework	Anglais	03:00 min	20000 Fcfa	NON	
2082	Web design	Creating wordpress website for businesses	Anglais	03:00 min	20000 Fcfa	NON	
2083	Web design	Chakra ui form fields fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
2084	Web design	Building weather app with vue 3	Anglais	03:00 min	20000 Fcfa	NON	
2085	Web design	Building graphql site for beginners	Anglais	03:00 min	20000 Fcfa	NON	
2086	Web design	Building dynamic nuxt apps	Anglais	03:00 min	20000 Fcfa	NON	
2087	Web design	Build layouts with css grid	Anglais	03:00 min	20000 Fcfa	NON	
2088	Web design	Build an image gallery with next js 13	Anglais	03:00 min	20000 Fcfa	NON	
2089	Web design	Build a wordpress website with elementor	Anglais	03:00 min	20000 Fcfa	NON	
2090	Web design	Build a tetris clone with pygame	Anglais	03:00 min	20000 Fcfa	NON	
2091	Web design	Build a microservice with go	Anglais	03:00 min	20000 Fcfa	NON	
2092	Web design	Build a budgeting app with react routerf	Anglais	03:00 min	20000 Fcfa	NON	
2093	Web design	Backend web development for beginners	Anglais	03:00 min	20000 Fcfa	NON	
2094	Web design	Backend development	Anglais	03:00 min	20000 Fcfa	NON	
2095	Web design	Adobe xd tools essentials	Anglais	03:00 min	20000 Fcfa	NON	
2096	Humanities	Western political thought	Anglais	03:00 min	20000 Fcfa	NON	
2097	Humanities	Sustainable development system	Anglais	03:00 min	20000 Fcfa	NON	
2098	Humanities	Sociology of development	Anglais	03:00 min	20000 Fcfa	NON	
2099	Humanities	Social psychology foundations	Anglais	03:00 min	20000 Fcfa	NON	
2100	Humanities	Social influence and cognition	Anglais	03:00 min	20000 Fcfa	NON	
2101	Humanities	Psychology research methods basics	Anglais	03:00 min	20000 Fcfa	NON	
2102	Humanities	Psychology of emotion foundations	Anglais	03:00 min	20000 Fcfa	NON	
2103	Humanities	Psychology of emotion	Anglais	03:00 min	20000 Fcfa	NON	
2104	Humanities	Psychological statistics topics	Anglais	03:00 min	20000 Fcfa	NON	
2105	Humanities	Psychological research fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
2106	Humanities	Psychological research difficulties for beginners	Anglais	03:00 min	20000 Fcfa	NON	
2107	Humanities	Psychological disorders treatment techniques	Anglais	03:00 min	20000 Fcfa	NON	
2108	Humanities	Psychological disorders and stress	Anglais	03:00 min	20000 Fcfa	NON	
2109	Humanities	Political theories and ideologies	Anglais	03:00 min	20000 Fcfa	NON	
2110	Humanities	Placement success stories	Anglais	03:00 min	20000 Fcfa	NON	
2111	Humanities	Phrenology in psychology	Anglais	03:00 min	20000 Fcfa	NON	
2112	Humanities	Philosophical foundations of social research	Anglais	03:00 min	20000 Fcfa	NON	
2113	Humanities	Perceptual constancy in developmental psychology	Anglais	03:00 min	20000 Fcfa	NON	
2114	Humanities	Oversimplified history	Anglais	03:00 min	20000 Fcfa	NON	
2115	Humanities	Mental illness treatment types	Anglais	03:00 min	20000 Fcfa	NON	
2116	Humanities	Memory improvement techniques	Anglais	03:00 min	20000 Fcfa	NON	
2117	Humanities	Interpretive sociology fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
2118	Humanities	Individual dynamics in organization	Anglais	03:00 min	20000 Fcfa	NON	
2119	Humanities	Humanistic psychology fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
2120	Humanities	Heritability in behavioral genetics	Anglais	03:00 min	20000 Fcfa	NON	
2121	Humanities	Health psychology techniques	Anglais	03:00 min	20000 Fcfa	NON	
2122	Humanities	Ergonomics research techniques	Anglais	03:00 min	20000 Fcfa	NON	
2123	Humanities	Economic growth and development	Anglais	03:00 min	20000 Fcfa	NON	
2124	Humanities	Developmental psychology foundations	Anglais	03:00 min	20000 Fcfa	NON	
2125	Humanities	Critical thinking skills	Anglais	03:00 min	20000 Fcfa	NON	
2126	Humanities	Consumer psychology research methods	Anglais	03:00 min	20000 Fcfa	NON	
2127	Humanities	Consciousness problems in psychology	Anglais	03:00 min	20000 Fcfa	NON	
2128	Humanities	Civics basics	Anglais	03:00 min	20000 Fcfa	NON	
2129	Humanities	Behavioural psychology fundamentals	Anglais	03:00 min	20000 Fcfa	NON	
2130	Humanities	Availability heuristic and problem solving	Anglais	03:00 min	20000 Fcfa	NON	
2131	Humanities	Assessing intelligence in psychology	Anglais	03:00 min	20000 Fcfa	NON	
2132	Comptabilite	Les fondements de la finance	Français	03:00 min	0 Fcfa	NON	
2133	Comptabilite	Apprendre la comptabilite generale	Français	03:00 min	0 Fcfa	NON	
2134	Mathematiques	Mathematiques	Français	03:00 min	0 Fcfa	NON	
2135	Logistique et transport	Commerce electronique insipide	Français	03:00 min	0 Fcfa	NON	
2136	Dessin industriel et construction	Robot structural analysis pour debutant	Français	03:00 min	0 Fcfa	NON	
2137	Dessin industriel et construction	Expert en analyse structurelle de robots	Français	03:00 min	0 Fcfa	NON	
2138	Dessin industriel et construction	Modeliser un caisson cryo	Français	03:00 min	0 Fcfa	NON	
2139	Dessin industriel et construction	Modelisation d'un canon sci-fi	Français	03:00 min	0 Fcfa	NON	
2140	Dessin industriel et construction	L'essentiel de solidworks 2023	Français	03:00 min	0 Fcfa	NON	
2141	Dessin industriel et construction	L'essentiel de revit architecture 2023	Français	03:00 min	0 Fcfa	NON	
2142	Dessin industriel et construction	L'essentiel de revit 2022	Français	03:00 min	0 Fcfa	NON	
2143	Dessin industriel et construction	L'essentiel de fusion 360	Français	03:00 min	0 Fcfa	NON	
2144	Dessin industriel et construction	L'essentiel d'autocad 2023	Français	03:00 min	0 Fcfa	NON	
2145	Dessin industriel et construction	L'essentiel d'autocad 2022	Français	03:00 min	0 Fcfa	NON	
2146	Dessin industriel et construction	Illustration urbaine avec procreate	Français	03:00 min	0 Fcfa	NON	
2147	Dessin industriel et construction	Fusion 360 la conception d'ensembles mecaniques	Français	03:00 min	0 Fcfa	NON	
2148	Dessin industriel et construction	Formation tekla structure 2018 _ la modelisation	Français	03:00 min	0 Fcfa	NON	
2149	Dessin industriel et construction	Formation solidworks : techniques fondamentales	Français	03:00 min	0 Fcfa	NON	
2150	Dessin industriel et construction	Formation revit : maitriser les nomenclatures	Français	03:00 min	0 Fcfa	NON	
2151	Dessin industriel et construction	Formation en projection routiere avec autopiste 15	Français	03:00 min	0 Fcfa	NON	
2152	Dessin industriel et construction	Formation en calculs topometriques avec covadis	Français	03:00 min	0 Fcfa	NON	
2153	Dessin industriel et construction	Covadis 2d	Français	03:00 min	0 Fcfa	NON	
2154	Dessin industriel et construction	Autocad 2d	Français	03:00 min	0 Fcfa	NON	
2155	Dessin industriel et construction	Les ouvrages de soutenements sur cype	Français	03:00 min	0 Fcfa	NON	
2156	Dessin industriel et construction	Arcgis bureau 10.x	Français	03:00 min	0 Fcfa	NON	
2157	Dessin industriel et construction	Designer sur figma comme un pro 2021	Français	03:00 min	0 Fcfa	NON	
2158	Dessin industriel et construction	Creez votre modele avec autocad 2d	Français	03:00 min	0 Fcfa	NON	
2159	Dessin industriel et construction	Creer un tournevis	Français	03:00 min	0 Fcfa	NON	
2160	Dessin industriel et construction	Creer un rpg 3d avec c# - formation complete	Français	03:00 min	0 Fcfa	NON	
2161	Dessin industriel et construction	Conception de carrefours et giratoires avec covadis 15	Français	03:00 min	0 Fcfa	NON	
2162	Dessin industriel et construction	Arcgis 10 : la formation complete	Français	03:00 min	0 Fcfa	NON	
2163	Dessin industriel et construction	Apprendre revit 2021 : rendu photorealiste et visite virtuelle	Français	03:00 min	0 Fcfa	NON	
2164	Automatisme	Automatisation des tests avec robot framework a-z	Français	03:00 min	0 Fcfa	NON	
2165	Automatisme	Data cleaning avec pandas pour le machine learning [python] 2021	Français	03:00 min	0 Fcfa	NON	
2166	Automatisme	Data science et machine learning - masterclass python	Français	03:00 min	0 Fcfa	NON	
2167	Automatisme	Intelligence artificielle - 5 projets complets et pratiques en python	Français	03:00 min	0 Fcfa	NON	
2168	Automatisme	Python l'automatisation des taches	Français	03:00 min	0 Fcfa	NON	
2169	Commercialisation	Vendre des produits chers	Français	03:00 min	0 Fcfa	NON	
2170	Commercialisation	Vendre a distance	Français	03:00 min	0 Fcfa	NON	
2171	Commercialisation	Tout savoir sur le droit d'auteur	Français	03:00 min	0 Fcfa	NON	
2172	Commercialisation	Tiktok pour le marketing	Français	03:00 min	0 Fcfa	NON	
2173	Commercialisation	Beneffices mimetiques	Français	03:00 min	0 Fcfa	NON	
2174	Commercialisation	Microsoft office pour les fonctions administratives et commerciales	Français	03:00 min	0 Fcfa	NON	
2175	Commercialisation	Mettre en place une strategie de marketing digital en b2b	Français	03:00 min	0 Fcfa	NON	
2176	Commercialisation	Maîtriser immobilier	Français	03:00 min	0 Fcfa	NON	
2177	Commercialisation	Les outils du marketing digital	Français	03:00 min	0 Fcfa	NON	
2178	Commercialisation	Les fondements du marketing	Français	03:00 min	0 Fcfa	NON	
2179	Commercialisation	Les fondements des relations publiques	Français	03:00 min	0 Fcfa	NON	
2180	Commercialisation	L'etude de marche	Français	03:00 min	0 Fcfa	NON	
2181	Commercialisation	L'essentiel de youtube	Français	03:00 min	0 Fcfa	NON	
2182	Commercialisation	L'essentiel de canva	Français	03:00 min	0 Fcfa	NON	
2183	Commercialisation	L'art de la negociation et de la vente	Français	03:00 min	0 Fcfa	NON	
2184	Commercialisation	Formation youtube pro	Français	03:00 min	0 Fcfa	NON	
2185	Commercialisation	Excel creer un tableau de bord commercial avec power query et power pivot	Français	03:00 min	0 Fcfa	NON	
2186	Commercialisation	Ecomfrenchtouch - ecommerce academie	Français	03:00 min	0 Fcfa	NON	
2187	Commercialisation	Design graphique avec canva pour le marketing digital 2018	Français	03:00 min	0 Fcfa	NON	
2188	Commercialisation	Creer et administrer une chaîne youtube	Français	03:00 min	0 Fcfa	NON	
2189	Commercialisation	Copie initiee	Français	03:00 min	0 Fcfa	NON	
2190	Commercialisation	Attirer des clients avec son site web	Français	03:00 min	0 Fcfa	NON	
2191	Commercialisation	Apprendre google ads	Français	03:00 min	0 Fcfa	NON	
2192	Commercialisation	Apprendre a concevoir, diffuser et monetiser son podcast	Français	03:00 min	0 Fcfa	NON	
2193	Apprendre l'anglais	Apprendre l'anglais de a a z	Français	03:00 min	0 Fcfa	NON	
2194	Apprendre l'anglais	Anglais debutant a2 maîtrisez l'expression orale et ecrite	Français	03:00 min	0 Fcfa	NON	
2195	Apprendre l'anglais	L'anglais des affaires reussir ses entretiens d'embauche en ligne	Français	03:00 min	0 Fcfa	NON	
2196	Apprendre l'anglais	L'anglais des affaires animer une reunion en ligne avec succes	Français	03:00 min	0 Fcfa	NON	
2197	Apprendre l'anglais	L'anglais des affaires ecrire des e-mails professionnels	Français	03:00 min	0 Fcfa	NON	
2198	Apprendre l'anglais	Les fondements de l'anglais des affaires dejouer les pieges de l'anglais	Français	03:00 min	0 Fcfa	NON	
2199	Apprendre l'anglais	Les fondements de l'anglais des affaires ecrire des e-mails	Français	03:00 min	0 Fcfa	NON	
2200	Apprendre l'anglais	Les fondements de l'anglais des affaires structurer une presentation	Français	03:00 min	0 Fcfa	NON	
2201	Monnaie virtuelle	Profil du marchE	Français	03:00 min	0 Fcfa	NON	
2202	Monnaie virtuelle	Commerce de base de donnEES	Français	03:00 min	0 Fcfa	NON	
2203	Monnaie virtuelle	Comprendre le bitcoin et la blockchain	Français	03:00 min	0 Fcfa	NON	
2204	Monnaie virtuelle	Comment bien dEbuter avec les crypto-monnaies	Français	03:00 min	0 Fcfa	NON	
2205	Informatique systeme	Preparer votre carriere dans l'administration systeme par microsoft et linkedin	Français	03:00 min	0 Fcfa	NON	
2206	Informatique systeme	Maîtriser la plateforme collaborative autodesk construction cloud - partie 2	Français	03:00 min	0 Fcfa	NON	
2207	Informatique systeme	Maîtriser la plateforme collaborative autodesk construction cloud - partie 1	Français	03:00 min	0 Fcfa	NON	
2208	Informatique systeme	L'essentiel de windows powershell 6	Français	03:00 min	0 Fcfa	NON	
2209	Informatique systeme	Itil en pratique appliquer les concepts d'itil foundation	Français	03:00 min	0 Fcfa	NON	
2210	Informatique systeme	Installez et deployez windows 10	Français	03:00 min	0 Fcfa	NON	
2211	Informatique systeme	Formation docker 2-2 administration avancee	Français	03:00 min	0 Fcfa	NON	
2212	Informatique systeme	Faites vos premiers pas sur un ordinateur	Français	03:00 min	0 Fcfa	NON	
2213	Informatique systeme	Docker 1-2 installation et administration	Français	03:00 min	0 Fcfa	NON	
2214	Informatique systeme	Devenir un administrateur systeme linux	Français	03:00 min	0 Fcfa	NON	
2215	Informatique systeme	Decouvrir powershell (3.0)	Français	03:00 min	0 Fcfa	NON	
2216	Informatique systeme	Découvrir itil®	Français	03:00 min	0 Fcfa	NON	
2217	Informatique systeme	Conduisez un test d'intrusion	Français	03:00 min	0 Fcfa	NON	
2218	Informatique systeme	Concevez l'architecture d'un systeme	Français	03:00 min	0 Fcfa	NON	
2219	Informatique systeme	Administration sharepoint en ligne	Français	03:00 min	0 Fcfa	NON	
2220	Informatique systeme	Activer les corbeilles sur serveur synology	Français	03:00 min	0 Fcfa	NON	
2221	Informatique systeme	51 astuces windows 10 tome1	Français	03:00 min	0 Fcfa	NON	
2222	Informatique programmation	Referencement wordpress	Français	03:00 min	0 Fcfa	NON	
2223	Informatique programmation	Pack wordpress premium	Français	03:00 min	0 Fcfa	NON	
2224	Informatique programmation	Commerce electronique wordpress	Français	03:00 min	0 Fcfa	NON	
2225	Informatique programmation	Wordpress 6 l'editeur gutenberg	Français	03:00 min	0 Fcfa	NON	
2226	Informatique programmation	Vue.js de a a z 2021	Français	03:00 min	0 Fcfa	NON	
2227	Informatique programmation	Utilisez des api rest dans vos projets web	Français	03:00 min	0 Fcfa	NON	
2228	Informatique programmation	Typescript pour tous l'ultime formation 2022	Français	03:00 min	0 Fcfa	NON	
2229	Informatique programmation	Techniques seo avancees	Français	03:00 min	0 Fcfa	NON	
2230	Informatique programmation	Simplifier le developpement d'applications java avec spring	Français	03:00 min	0 Fcfa	NON	
2231	Informatique programmation	Securiser son site avec un certificat ssl	Français	03:00 min	0 Fcfa	NON	
2232	Informatique programmation	Scriptocash	Français	03:00 min	0 Fcfa	NON	
2233	Informatique programmation	Realisez le mock-up d'une application mobile avec adobe-xd	Français	03:00 min	0 Fcfa	NON	
2234	Informatique programmation	Realisez des sites modernes et beaux grace a wordpress	Français	03:00 min	0 Fcfa	NON	
2235	Informatique programmation	React js pour tous - l'ultime formation 2021	Français	03:00 min	0 Fcfa	NON	
2236	Informatique programmation	React creer et heberger un site full-stack	Français	03:00 min	0 Fcfa	NON	
2237	Informatique programmation	Python pour debutant (manipulation de data) 2021	Français	03:00 min	0 Fcfa	NON	
2238	Informatique programmation	Programmation orientee objet poo & algorithmique de a a z	Français	03:00 min	0 Fcfa	NON	
2239	Informatique programmation	Planification et controle de projet avec oracle primavera p6	Français	03:00 min	0 Fcfa	NON	
2240	Informatique programmation	Php et mysql la formation ultime	Français	03:00 min	0 Fcfa	NON	
2241	Informatique programmation	Php cours a a z complet	Français	03:00 min	0 Fcfa	NON	
2242	Informatique programmation	Passez au fullstack avec node js express et mongodb	Français	03:00 min	0 Fcfa	NON	
2243	Informatique programmation	Organisez votre application react avec la logique redux	Français	03:00 min	0 Fcfa	NON	
2244	Informatique programmation	Organisez et packagez une application java avec apache maven	Français	03:00 min	0 Fcfa	NON	
2245	Informatique programmation	Next.js - complet	Français	03:00 min	0 Fcfa	NON	
2246	Informatique programmation	Montez un serveur linux et ses services	Français	03:00 min	0 Fcfa	NON	
2247	Informatique programmation	Maitriser wordpress 5	Français	03:00 min	0 Fcfa	NON	
2248	Informatique programmation	Maitriser le web	Français	03:00 min	0 Fcfa	NON	
2249	Informatique programmation	Maitriser java pour android	Français	03:00 min	0 Fcfa	NON	
2250	Informatique programmation	Maitrisez un projet avec plusieurs equipes scrum	Français	03:00 min	0 Fcfa	NON	
2251	Informatique programmation	Maîtrisez python analyse et visualisations des donnees	Français	03:00 min	0 Fcfa	NON	
2252	Informatique programmation	Maîtrisez le php - exercices pratiques	Français	03:00 min	0 Fcfa	NON	
2253	Informatique programmation	Les tendances tech pour les developpeurs developpeuses	Français	03:00 min	0 Fcfa	NON	
2254	Informatique programmation	Les fondements de la programmation les bases de donnees	Français	03:00 min	0 Fcfa	NON	
2255	Informatique programmation	Les fondements de l'ux, logique et contenu	Français	03:00 min	0 Fcfa	NON	
2256	Informatique programmation	Les fondements de l'hebergement de sites web	Français	03:00 min	0 Fcfa	NON	
2257	Informatique programmation	Les 5 etapes a connaître pour creer une application mobile	Français	03:00 min	0 Fcfa	NON	
2258	Informatique programmation	Le c++ moderne par le developpement de jeux 2020	Français	03:00 min	0 Fcfa	NON	
2259	Informatique programmation	L'essentiel de wordpress 5.9	Français	03:00 min	0 Fcfa	NON	
2260	Informatique programmation	L'essentiel de php 8	Français	03:00 min	0 Fcfa	NON	
2261	Informatique programmation	L'essentiel de laravel 9	Français	03:00 min	0 Fcfa	NON	
2262	Informatique programmation	L'essentiel de bootstrap 5	Français	03:00 min	0 Fcfa	NON	
2263	Informatique programmation	L'essentiel d'asp.net core pour .net 6	Français	03:00 min	0 Fcfa	NON	
2264	Informatique programmation	Kubernetes - les bases indispensables pour devops	Français	03:00 min	0 Fcfa	NON	
2265	Informatique programmation	Jquery	Français	03:00 min	0 Fcfa	NON	
2266	Informatique programmation	Javascript les modeles de conception	Français	03:00 min	0 Fcfa	NON	
2267	Informatique programmation	Java - devenez developpeur d'applications web java	Français	03:00 min	0 Fcfa	NON	
2268	Informatique programmation	Introduction au framework django	Français	03:00 min	0 Fcfa	NON	
2269	Informatique programmation	Introduction au ios - plongez dans le developpement mobile	Français	03:00 min	0 Fcfa	NON	
2270	Informatique programmation	Integrez un site onepage avec un framework css	Français	03:00 min	0 Fcfa	NON	
2271	Informatique programmation	Integration web et mobile avec bootstrap 4 (2017)	Français	03:00 min	0 Fcfa	NON	
2272	Informatique programmation	Installez votre environnement de developpement java avec eclipse	Français	03:00 min	0 Fcfa	NON	
2273	Informatique programmation	Initiez-vous a l'algebre relationnelle avec le langage sql	Français	03:00 min	0 Fcfa	NON	
2274	Informatique programmation	Initiez vous a kotlin	Français	03:00 min	0 Fcfa	NON	
2275	Informatique programmation	Html5 et css3 la formation complete	Français	03:00 min	0 Fcfa	NON	
2276	Informatique programmation	Hacking ethique le cours complet	Français	03:00 min	0 Fcfa	NON	
2277	Informatique programmation	Gerer son code avec git et github	Français	03:00 min	0 Fcfa	NON	
2278	Informatique programmation	Formulaire de contact avec reception par email en php avec php, css	Français	03:00 min	0 Fcfa	NON	
2279	Informatique programmation	Formation php - tout savoir sur la classe pdo avec php, sql	Français	03:00 min	0 Fcfa	NON	
2280	Informatique programmation	Formation html css	Français	03:00 min	0 Fcfa	NON	
2281	Informatique programmation	Formation git et github de debutant a confirme 2021	Français	03:00 min	0 Fcfa	NON	
2282	Informatique programmation	Formation complete pour devenir fullstack	Français	03:00 min	0 Fcfa	NON	
2283	Informatique programmation	Formation complete developpeur web	Français	03:00 min	0 Fcfa	NON	
2284	Informatique programmation	Formation complete creation application android studio java 2020	Français	03:00 min	0 Fcfa	NON	
2285	Informatique programmation	Expressions regulieres la formation ultime 2020	Français	03:00 min	0 Fcfa	NON	
2286	Informatique programmation	Evaluez et ameliorez les performances d un modele de machine learning	Français	03:00 min	0 Fcfa	NON	
2287	Informatique programmation	Developpez une application mobile multiplateforme avec ionic	Français	03:00 min	0 Fcfa	NON	
2288	Informatique programmation	Developpez une app pour ios	Français	03:00 min	0 Fcfa	NON	
2289	Informatique programmation	Developpez des sites web avec java	Français	03:00 min	0 Fcfa	NON	
2290	Informatique programmation	Developper votre premiere application angular	Français	03:00 min	0 Fcfa	NON	
2291	Informatique programmation	Developper une solution big data avec azure	Français	03:00 min	0 Fcfa	NON	
2292	Informatique programmation	Developper un e-commerce en php 8	Français	03:00 min	0 Fcfa	NON	
2293	Informatique programmation	Developpement d'un infinite runner avec unity 3d 2022	Français	03:00 min	0 Fcfa	NON	
2294	Informatique programmation	Decouvrir vue.js 2	Français	03:00 min	0 Fcfa	NON	
2295	Informatique programmation	Decouvrir jquery	Français	03:00 min	0 Fcfa	NON	
2296	Informatique programmation	Decouvrez la methodologie devops	Français	03:00 min	0 Fcfa	NON	
2297	Informatique programmation	Decouvrez le monde des si	Français	03:00 min	0 Fcfa	NON	
2298	Informatique programmation	Decouvrez le cloud avec amazon web services	Français	03:00 min	0 Fcfa	NON	
2299	Informatique programmation	Decouvrez la programmation orientee objet avec python	Français	03:00 min	0 Fcfa	NON	
2300	Informatique programmation	Debutez l'analyse logicielle avec uml	Français	03:00 min	0 Fcfa	NON	
2301	Informatique programmation	Creez votre site avec wordpress	Français	03:00 min	0 Fcfa	NON	
2302	Informatique programmation	Creez un site moderne et professionnel avec wordpress 5	Français	03:00 min	0 Fcfa	NON	
2303	Informatique programmation	Creez des applications mobiles sans programmer	Français	03:00 min	0 Fcfa	NON	
2304	Informatique programmation	Creer un site web sans aucune ligne de code	Français	03:00 min	0 Fcfa	NON	
2305	Informatique programmation	Creer un site php avec bootstrap pdo et mvc pour debutant 2020	Français	03:00 min	0 Fcfa	NON	
2306	Informatique programmation	Creer son api avec node.js express et mongodb	Français	03:00 min	0 Fcfa	NON	
2307	Informatique programmation	Construisez une api rest avec symfony	Français	03:00 min	0 Fcfa	NON	
2308	Informatique programmation	Construisez un site web avec le framework symfony 4	Français	03:00 min	0 Fcfa	NON	
2309	Informatique programmation	Concevoir un site avec sharepoint online	Français	03:00 min	0 Fcfa	NON	
2310	Informatique programmation	Concevez un site avec flask	Français	03:00 min	0 Fcfa	NON	
2311	Informatique programmation	Bien debuter avec spring et spring boot pour java	Français	03:00 min	0 Fcfa	NON	
2312	Informatique programmation	Devenir un maitre du code css 30 projets en 30 jours 2021	Français	03:00 min	0 Fcfa	NON	
2313	Informatique programmation	Automatisez vos taches de configuration avec ansible	Français	03:00 min	0 Fcfa	NON	
2314	Informatique programmation	Automatiser son mac	Français	03:00 min	0 Fcfa	NON	
2315	Informatique programmation	Apprenez l'object avec java	Français	03:00 min	0 Fcfa	NON	
2316	Informatique programmation	Apprenez enfin docker	Français	03:00 min	0 Fcfa	NON	
2317	Informatique programmation	Apprendre les bases du html, css, javascript et php	Français	03:00 min	0 Fcfa	NON	
2318	Informatique programmation	Apprendre l'algorithmique - les fondamentaux	Français	03:00 min	0 Fcfa	NON	
2319	Informatique programmation	Apprendre javascript et creer un jeu en ligne	Français	03:00 min	0 Fcfa	NON	
2320	Informatique programmation	Apprendre c# et le developpement logiciel avec wpf 2021	Français	03:00 min	0 Fcfa	NON	
2321	Informatique programmation	Apprendre a coder pas a pas avec scratch enfants adultes	Français	03:00 min	0 Fcfa	NON	
2322	Informatique programmation	20 projets en javascript 2021	Français	03:00 min	0 Fcfa	NON	
2323	Informatique programmation	5 secrets pour devenir un bon developpeur	Français	03:00 min	0 Fcfa	NON	
2324	Ressource humaine	Structurez la communication interne de votre entreprise	Français	03:00 min	0 Fcfa	NON	
2325	Ressource humaine	Pilotez un plan de formation	Français	03:00 min	0 Fcfa	NON	
2326	Ressource humaine	Maitrisez l'univers des cotisations sociales	Français	03:00 min	0 Fcfa	NON	
2327	Ressource humaine	La fonction rh au coeur de la transformation digitale	Français	03:00 min	0 Fcfa	NON	
2328	Ressource humaine	Gerez votre projet avec une equipe scrum	Français	03:00 min	0 Fcfa	NON	
2329	Ressource humaine	Gerez la relation de travail	Français	03:00 min	0 Fcfa	NON	
2330	Ressource humaine	Decouvrez les metiers des ressources humaines	Français	03:00 min	0 Fcfa	NON	
2331	Ressource humaine	Decouvrez les calculs de paie et comment les controler	Français	03:00 min	0 Fcfa	NON	
2332	Ressource humaine	Decouvrez l'alternance	Français	03:00 min	0 Fcfa	NON	
